audit_section	label	included_id	id	title	audit_status	evidence_snippet
cost_classification	token_usage	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	NR; Table 1 reports average total tokens per benchmark problem from 0.22M to 0.30M, not split into input/output. | NR; token totals are not split into input/output. | Average per-problem cost ranges from $1.58 to $2.70 across iterations; the 15-iteration API run cost approximately $7,000. | NR; cached-token percenta...
cost_classification	token_usage	I010	tang2025agentkb	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	reviewed	GAIA evaluation averages 212,586 prompt tokens per task including action loop/log summary/planning/feedback; SWE-bench hinting averages 4,184 prompt tokens per issue. | GAIA evaluation averages 42,221 completion tokens per task; SWE-bench hinting averages 530 completion tokens per issue. | GAIA evaluation averages $...
cost_classification	token_usage	I016	wong2025confucius	Confucius Code Agent: Scalable Agent Scaffolding for Real-World Codebases	reviewed	~104k tokens (Run 1 sem notas); ~93k tokens (Run 2 com notas) | -11k tokens/tarefa (104k→93k) com notas persistentes da Run 1 aplicadas na Run 2
adverse_mechanism	benchmark_or_domain_generalization	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	Not full recursive self-improvement because LM weights are unchanged; improvements are stochastic and can be non-monotonic; weaker models can degrade; generated code sometimes attempts to bypass sandbox restrictions. | Small downstream task set; synthetic algorithmic utilities; results depend on model version and ut...
adverse_mechanism	benchmark_or_domain_generalization	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	Novel self-modification ideas are hard to generate; poor early ideas can create path dependence; benchmark timeouts may depress initial scores; much improvement comes from faster editing and cost reductions rather than only higher SWE-Bench capability; safety requires observability and evaluation gates. | Random ben...
adverse_mechanism	benchmark_or_domain_generalization	I010	tang2025agentkb	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	reviewed	External experiences can cause knowledge interference; the design needs disagreement gating, conflict resolution, and adaptive eviction; results depend on source-experience quality and stronger-to-weaker transfer. | Cross-framework compatibility, source benchmark selection, generated-experience abstraction quality,...
adverse_mechanism	cost_or_runtime_overhead	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	Not full recursive self-improvement because LM weights are unchanged; improvements are stochastic and can be non-monotonic; weaker models can degrade; generated code sometimes attempts to bypass sandbox restrictions. | Small downstream task set; synthetic algorithmic utilities; results depend on model version and ut...
adverse_mechanism	cost_or_runtime_overhead	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	Novel self-modification ideas are hard to generate; poor early ideas can create path dependence; benchmark timeouts may depress initial scores; much improvement comes from faster editing and cost reductions rather than only higher SWE-Bench capability; safety requires observability and evaluation gates. | Random ben...
adverse_mechanism	cost_or_runtime_overhead	I010	tang2025agentkb	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	reviewed	External experiences can cause knowledge interference; the design needs disagreement gating, conflict resolution, and adaptive eviction; results depend on source-experience quality and stronger-to-weaker transfer. | Cross-framework compatibility, source benchmark selection, generated-experience abstraction quality,...
adverse_mechanism	evaluation_or_judge_validity	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	Novel self-modification ideas are hard to generate; poor early ideas can create path dependence; benchmark timeouts may depress initial scores; much improvement comes from faster editing and cost reductions rather than only higher SWE-Bench capability; safety requires observability and evaluation gates. | Random ben...
adverse_mechanism	evaluation_or_judge_validity	I015	jansen2025codedistiller	CodeDistiller: Automatically Generating Code Libraries for Scientific Coding Agents	reviewed	LLM-as-judge overestimates success, especially for GPT-OSS-120B; unsuccessful examples cost more because debugging reaches hard iteration limits; domain-expert evaluation is limited to a subsample and downstream tasks are materials-science specific. | Materials-science domain focus, repository filtering, domain-expe...
adverse_mechanism	evaluation_or_judge_validity	I018	lin2025eco	ECO: An LLM-Driven Efficient Code Optimizer for Warehouse Scale Computers	reviewed	Operated by human engineers who choose anti-patterns and intervene when needed; all code requires code review; system is evaluated in a proprietary Google production environment; no public source release. | Production-internal codebase, sanitized examples, human-review policy, continuous profiler assumptions, anti-p...
adverse_mechanism	hardware_or_platform_dependence	I013	yu2025satlution	Autonomous Code Evolution Meets NP-Completeness	reviewed	Fully automated operation struggled; the effective setup used targeted human intervention for high-level direction; agents were prone to SAT/UNSAT correctness failures and memory errors such as segmentation faults; domain-specific idea generation remained weak. | Hardware/evaluator differences versus official SAT Co...
adverse_mechanism	hardware_or_platform_dependence	I026	kernelevolve2025	KernelEvolve: Scaling Agentic Kernel Coding for Heterogeneous AI Accelerators at Meta	reviewed	Production deployment depends on proprietary hardware, persistent internal knowledge bases, and validation infrastructure; future work is needed to quantify token consumption and optimize prompt design for minimal inference cost. | Meta-specific workloads, hardware platforms, proprietary accelerators, production val...
adverse_mechanism	hardware_or_platform_dependence	I043	du2026adaexplore	AdaExplore: Failure-Driven Adaptation and Diversity-Preserving Search for Efficient Kernel Generation	reviewed	Kernel-generation focus in Triton and GPU-runtime optimization; skill memory can bias some search strategies toward conservative updates; no cost/token reporting captured. | KernelBench task mix, GPU hardware, timing methodology, synthetic task generation, memory filtering thresholds, and model/backbone choices may...
adverse_mechanism	human_or_workflow_dependence	I013	yu2025satlution	Autonomous Code Evolution Meets NP-Completeness	reviewed	Fully automated operation struggled; the effective setup used targeted human intervention for high-level direction; agents were prone to SAT/UNSAT correctness failures and memory errors such as segmentation faults; domain-specific idea generation remained weak. | Hardware/evaluator differences versus official SAT Co...
adverse_mechanism	human_or_workflow_dependence	I017	zhang2025darwingodel	Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents	reviewed	Requires extensive compute and significant API cost; assumes coding benchmark gains reflect better self-improvement ability; archive maintenance/parent selection is fixed rather than self-modified; safety requires sandboxing, resource limits, and human oversight. | Uses staged subsets for cost control; results depen...
adverse_mechanism	human_or_workflow_dependence	I018	lin2025eco	ECO: An LLM-Driven Efficient Code Optimizer for Warehouse Scale Computers	reviewed	Operated by human engineers who choose anti-patterns and intervene when needed; all code requires code review; system is evaluated in a proprietary Google production environment; no public source release. | Production-internal codebase, sanitized examples, human-review policy, continuous profiler assumptions, anti-p...
adverse_mechanism	memory_growth_or_context_pressure	I019	yuksel2025evolattice	EvoLattice: Persistent Internal-Population Evolution through Multi-Alternative Quality-Diversity Graph Representations for LLM-Guided Program Discovery	reviewed	Combinatorial path growth creates scalability pressure; evaluating all paths becomes costly as nodes and alternatives increase; pruning introduces a tradeoff between exploration and compactness. | Training-free NAS proxy benchmark focus, synthetic/meta-learning task setup, GPT-OSS-20B configuration, and path-samplin...
adverse_mechanism	memory_growth_or_context_pressure	I020	ou2025k3trans	Evolving Triple Knowledge-Augmented LLMs for Code Translation in Repository Context	reviewed	Too many target-language code samples can introduce noise; benchmark target language is Rust only; possible data leakage between RustRepoTrans and target-language sample sources; one-iteration repair is used for cost-effectiveness. | Rust-only benchmark, possible overlap between benchmark and retrieved code samples,...
adverse_mechanism	memory_growth_or_context_pressure	I037	chen2025sweexp	SWE-Exp: Experience-Driven Software Issue Resolution	reviewed	Eficácia depende da qualidade das experiências extraídas; k>1 experiências degradam performance (42.0%→39.0% com k=4); avaliação apenas em projetos Python; Instructor pode se tornar over-dependent de experiências mesmo quando exploração direta é suficiente | Modelo único por configuração (DeepSeek ou Claude 4 Sonnet...
adverse_mechanism	model_or_provider_dependence	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	Not full recursive self-improvement because LM weights are unchanged; improvements are stochastic and can be non-monotonic; weaker models can degrade; generated code sometimes attempts to bypass sandbox restrictions. | Small downstream task set; synthetic algorithmic utilities; results depend on model version and ut...
adverse_mechanism	model_or_provider_dependence	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	Novel self-modification ideas are hard to generate; poor early ideas can create path dependence; benchmark timeouts may depress initial scores; much improvement comes from faster editing and cost reductions rather than only higher SWE-Bench capability; safety requires observability and evaluation gates. | Random ben...
adverse_mechanism	model_or_provider_dependence	I010	tang2025agentkb	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	reviewed	External experiences can cause knowledge interference; the design needs disagreement gating, conflict resolution, and adaptive eviction; results depend on source-experience quality and stronger-to-weaker transfer. | Cross-framework compatibility, source benchmark selection, generated-experience abstraction quality,...
adverse_mechanism	no_adverse_evidence	I001	shinn2023reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	reviewed	Depends on self-evaluation/test-generation quality; long-term memory is capped in experiments; no formal guarantee of improvement; autonomous code execution requires isolation. | Results depend on specific LLM capability and generated tests; some benchmarks/tasks are outside software-engineering workflows; memory si...
adverse_mechanism	no_adverse_evidence	I003	zhang2024agilegen	Empowering Agile-Based Generative Software Development through Human-AI Teamwork	reviewed	Human-in-the-loop workflow; memory-pool contribution is embedded in a larger AgileGen system; no isolated memory-only causal estimate in the extracted results. | Dataset/task selection, generated tests, user-evaluation subjectivity, and LLM version differences may affect generalization. | AgileGen GPT3.5 reports $0....
adverse_mechanism	no_adverse_evidence	I004	li2024falcon	FALCON: Feedback-driven Adaptive Long/short-term memory reinforced Coding OptimizatioN	reviewed	Preprint-style reporting; no cost data; memory and reward components are evaluated inside a broader fine-tuning/RL setup. | Benchmark-specific tuning, base-model differences, and unclear public-code permanence may affect reproducibility; CODAL-Bench preference outcomes are not directly comparable to functional pass...
adverse_mechanism	retrieval_or_memory_noise	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	Not full recursive self-improvement because LM weights are unchanged; improvements are stochastic and can be non-monotonic; weaker models can degrade; generated code sometimes attempts to bypass sandbox restrictions. | Small downstream task set; synthetic algorithmic utilities; results depend on model version and ut...
adverse_mechanism	retrieval_or_memory_noise	I010	tang2025agentkb	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	reviewed	External experiences can cause knowledge interference; the design needs disagreement gating, conflict resolution, and adaptive eviction; results depend on source-experience quality and stronger-to-weaker transfer. | Cross-framework compatibility, source benchmark selection, generated-experience abstraction quality,...
adverse_mechanism	retrieval_or_memory_noise	I020	ou2025k3trans	Evolving Triple Knowledge-Augmented LLMs for Code Translation in Repository Context	reviewed	Too many target-language code samples can introduce noise; benchmark target language is Rust only; possible data leakage between RustRepoTrans and target-language sample sources; one-iteration repair is used for cost-effectiveness. | Rust-only benchmark, possible overlap between benchmark and retrieved code samples,...
adverse_mechanism	safety_or_security_risk	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	Not full recursive self-improvement because LM weights are unchanged; improvements are stochastic and can be non-monotonic; weaker models can degrade; generated code sometimes attempts to bypass sandbox restrictions. | Small downstream task set; synthetic algorithmic utilities; results depend on model version and ut...
adverse_mechanism	safety_or_security_risk	I008	robeyns2025sica	A Self-Improving Coding Agent	reviewed	Novel self-modification ideas are hard to generate; poor early ideas can create path dependence; benchmark timeouts may depress initial scores; much improvement comes from faster editing and cost reductions rather than only higher SWE-Bench capability; safety requires observability and evaluation gates. | Random ben...
adverse_mechanism	safety_or_security_risk	I017	zhang2025darwingodel	Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents	reviewed	Requires extensive compute and significant API cost; assumes coding benchmark gains reflect better self-improvement ability; archive maintenance/parent selection is fixed rather than self-modified; safety requires sandboxing, resource limits, and human oversight. | Uses staged subsets for cost control; results depen...
adverse_mechanism	verification_or_correctness_failure	I013	yu2025satlution	Autonomous Code Evolution Meets NP-Completeness	reviewed	Fully automated operation struggled; the effective setup used targeted human intervention for high-level direction; agents were prone to SAT/UNSAT correctness failures and memory errors such as segmentation faults; domain-specific idea generation remained weak. | Hardware/evaluator differences versus official SAT Co...
adverse_mechanism	verification_or_correctness_failure	I015	jansen2025codedistiller	CodeDistiller: Automatically Generating Code Libraries for Scientific Coding Agents	reviewed	LLM-as-judge overestimates success, especially for GPT-OSS-120B; unsuccessful examples cost more because debugging reaches hard iteration limits; domain-expert evaluation is limited to a subsample and downstream tasks are materials-science specific. | Materials-science domain focus, repository filtering, domain-expe...
adverse_mechanism	verification_or_correctness_failure	I020	ou2025k3trans	Evolving Triple Knowledge-Augmented LLMs for Code Translation in Repository Context	reviewed	Too many target-language code samples can introduce noise; benchmark target language is Rust only; possible data leakage between RustRepoTrans and target-language sample sources; one-iteration repair is used for cost-effectiveness. | Rust-only benchmark, possible overlap between benchmark and retrieved code samples,...
certainty_sensitivity	peer_reviewed	I002	zelikman2024stop	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	reviewed	conferencia | COLM 2024 | moderate | strict_no_persistence_or_memory_ablation
certainty_sensitivity	peer_reviewed	I003	zhang2024agilegen	Empowering Agile-Based Generative Software Development through Human-AI Teamwork	reviewed	periodico | high | broad_external_nonmemory_baseline
certainty_sensitivity	peer_reviewed	I017	zhang2025darwingodel	Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents	reviewed	conferencia | ICLR 2026 | very_high | strict_no_persistence_or_memory_ablation
certainty_sensitivity	preprint	I001	shinn2023reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	reviewed	preprint | arXiv preprint (2303.11366) | very_high | strict_no_persistence_or_memory_ablation
certainty_sensitivity	preprint	I004	li2024falcon	FALCON: Feedback-driven Adaptive Long/short-term memory reinforced Coding OptimizatioN	reviewed	preprint | arXiv preprint (2410.21349) | high | strict_no_persistence_or_memory_ablation
certainty_sensitivity	preprint	I005	qian2024iterative	Iterative Experience Refinement of Software-Developing Agents	reviewed	preprint | arXiv preprint (2405.04219) | moderate_low | no_suitable_controlled_comparison
