full_text_id	screening_id	title	year	title_abstract_decision	retrieval_priority	needs_metadata_lookup	doi	arxiv_id	sources	preferred_url	pdf_path	text_path	retrieval_status	retrieval_source	retrieved_at_utc	failure_reason	notes
FT0001	TA00310	Reflexion: Language Agents with Verbal Reinforcement Learning	2023	include	1_include	no	10.48550/arXiv.2303.11366	2303.11366	arxiv_chunk; citations; scopus	https://arxiv.org/pdf/2303.11366	search/full-texts/pdf/FT0001_TA00310_reflexion-language-agents-with-verbal-reinforcement-learning.pdf	search/full-texts/text/FT0001_TA00310_reflexion-language-agents-with-verbal-reinforcement-learning.txt	ok	arxiv	2026-04-28T21:25:49Z		Calibration batch 001.
FT0002	TA00018	Iterative Experience Refinement of Software-Developing Agents	2024	include	1_include	no	10.48550/arXiv.2405.04219	2405.04219	arxiv_chunk	https://arxiv.org/pdf/2405.04219	search/full-texts/pdf/FT0002_TA00018_iterative-experience-refinement-of-software-developing-agents.pdf	search/full-texts/text/FT0002_TA00018_iterative-experience-refinement-of-software-developing-agents.txt	ok	arxiv	2026-04-28T21:25:50Z		Calibration batch 005.
FT0003	TA00466	FALCON: Feedback-driven Adaptive Long/short-term memory reinforced Coding Optimization system	2024	include	1_include	no	10.48550/arXiv.2410.21349	2410.21349	arxiv_chunk	https://arxiv.org/pdf/2410.21349	search/full-texts/pdf/FT0003_TA00466_falcon-feedback-driven-adaptive-long-short-term-memory-reinforced-coding-optimiz.pdf	search/full-texts/text/FT0003_TA00466_falcon-feedback-driven-adaptive-long-short-term-memory-reinforced-coding-optimiz.txt	ok	arxiv	2026-04-28T21:25:51Z		Calibration batch 005.
FT0004	TA00540	Skill-Adpative Imitation Learning for UI Test Reuse	2024	include	1_include	no	10.48550/arXiv.2409.13311	2409.13311	arxiv_chunk	https://arxiv.org/pdf/2409.13311	search/full-texts/pdf/FT0004_TA00540_skill-adpative-imitation-learning-for-ui-test-reuse.pdf	search/full-texts/text/FT0004_TA00540_skill-adpative-imitation-learning-for-ui-test-reuse.txt	ok	arxiv	2026-04-28T21:25:53Z		Calibration batch 005.
FT0005	TA01356	LLMs as Continuous Learners: Improving the Reproduction of Defective Code in Software Issues	2024	include	1_include	no	10.48550/arxiv.2411.13941	2411.13941	citations	https://arxiv.org/pdf/2411.13941	search/full-texts/pdf/FT0005_TA01356_llms-as-continuous-learners-improving-the-reproduction-of-defective-code-in-soft.pdf	search/full-texts/text/FT0005_TA01356_llms-as-continuous-learners-improving-the-reproduction-of-defective-code-in-soft.txt	ok	arxiv	2026-04-28T21:25:54Z		Batch 011 citation-only with abstracts.
FT0006	TA00077	From Knowledge to Noise: CTIM-Rover and the Pitfalls of Episodic Memory in Software Engineering Agents	2025	include	1_include	no	10.48550/arXiv.2505.23422	2505.23422	arxiv_chunk; citations	https://arxiv.org/pdf/2505.23422	search/full-texts/pdf/FT0006_TA00077_from-knowledge-to-noise-ctim-rover-and-the-pitfalls-of-episodic-memory-in-softwa.pdf	search/full-texts/text/FT0006_TA00077_from-knowledge-to-noise-ctim-rover-and-the-pitfalls-of-episodic-memory-in-softwa.txt	ok	arxiv	2026-04-28T21:25:55Z		Calibration batch 001.
FT0007	TA00084	SWE-Bench-CL: Continual Learning for Coding Agents	2025	include	1_include	no	10.48550/arXiv.2507.00014	2507.00014	arxiv_chunk; citations	https://arxiv.org/pdf/2507.00014	search/full-texts/pdf/FT0007_TA00084_swe-bench-cl-continual-learning-for-coding-agents.pdf	search/full-texts/text/FT0007_TA00084_swe-bench-cl-continual-learning-for-coding-agents.txt	ok	arxiv	2026-04-28T21:25:57Z		Calibration batch 001.
FT0008	TA00093	Prometheus: Towards Long-Horizon Codebase Navigation for Repository-Level Problem Solving	2025	include	1_include	no	10.48550/arXiv.2507.19942	2507.19942	arxiv_chunk; citations	https://arxiv.org/pdf/2507.19942	search/full-texts/pdf/FT0008_TA00093_prometheus-towards-long-horizon-codebase-navigation-for-repository-level-problem.pdf	search/full-texts/text/FT0008_TA00093_prometheus-towards-long-horizon-codebase-navigation-for-repository-level-problem.txt	ok	arxiv	2026-04-28T21:26:00Z		Calibration batch 001.
FT0009	TA00096	SWE-Exp: Experience-Driven Software Issue Resolution	2025	include	1_include	no	10.48550/arXiv.2507.23361	2507.23361	arxiv_chunk; citations	https://arxiv.org/pdf/2507.23361	search/full-texts/pdf/FT0009_TA00096_swe-exp-experience-driven-software-issue-resolution.pdf	search/full-texts/text/FT0009_TA00096_swe-exp-experience-driven-software-issue-resolution.txt	ok	arxiv	2026-04-28T21:26:03Z		Calibration batch 001.
FT0010	TA00127	TOM-SWE: User Mental Modeling For Software Engineering Agents	2025	include	1_include	no	10.48550/arXiv.2510.21903	2510.21903	arxiv_chunk	https://arxiv.org/pdf/2510.21903	search/full-texts/pdf/FT0010_TA00127_tom-swe-user-mental-modeling-for-software-engineering-agents.pdf	search/full-texts/text/FT0010_TA00127_tom-swe-user-mental-modeling-for-software-engineering-agents.txt	ok	arxiv	2026-04-28T21:26:04Z		Calibration batch 003.
FT0011	TA00129	TALM: Dynamic Tree-Structured Multi-Agent Framework with Long-Term Memory for Scalable Code Generation	2025	include	1_include	no	10.48550/arXiv.2510.23010	2510.23010	arxiv_chunk	https://arxiv.org/pdf/2510.23010	search/full-texts/pdf/FT0011_TA00129_talm-dynamic-tree-structured-multi-agent-framework-with-long-term-memory-for-sca.pdf	search/full-texts/text/FT0011_TA00129_talm-dynamic-tree-structured-multi-agent-framework-with-long-term-memory-for-sca.txt	ok	arxiv	2026-04-28T21:26:05Z		Calibration batch 003.
FT0012	TA00142	Smarter Together: Creating Agentic Communities of Practice through Shared Experiential Learning	2025	include	1_include	no	10.48550/arXiv.2511.08301	2511.08301	arxiv_chunk	https://arxiv.org/pdf/2511.08301	search/full-texts/pdf/FT0012_TA00142_smarter-together-creating-agentic-communities-of-practice-through-shared-experie.pdf	search/full-texts/text/FT0012_TA00142_smarter-together-creating-agentic-communities-of-practice-through-shared-experie.txt	ok	arxiv	2026-04-28T21:26:07Z		Calibration batch 004.
FT0013	TA00148	CodeDistiller: Automatically Generating Code Libraries for Scientific Coding Agents	2025	include	1_include	no	10.48550/arXiv.2512.01089	2512.01089	arxiv_chunk	https://arxiv.org/pdf/2512.01089	search/full-texts/pdf/FT0013_TA00148_codedistiller-automatically-generating-code-libraries-for-scientific-coding-agen.pdf	search/full-texts/text/FT0013_TA00148_codedistiller-automatically-generating-code-libraries-for-scientific-coding-agen.txt	ok	arxiv	2026-04-28T21:26:08Z		Calibration batch 004.
FT0014	TA00153	PBFuzz: Agentic Directed Fuzzing for PoV Generation	2025	include	1_include	no	10.48550/arXiv.2512.04611	2512.04611	arxiv_chunk	https://arxiv.org/pdf/2512.04611	search/full-texts/pdf/FT0014_TA00153_pbfuzz-agentic-directed-fuzzing-for-pov-generation.pdf	search/full-texts/text/FT0014_TA00153_pbfuzz-agentic-directed-fuzzing-for-pov-generation.txt	ok	arxiv	2026-04-28T21:26:10Z		Calibration batch 004.
FT0015	TA00154	DeepCode: Open Agentic Coding	2025	include	1_include	no	10.48550/arXiv.2512.07921	2512.07921	arxiv_chunk	https://arxiv.org/pdf/2512.07921	search/full-texts/pdf/FT0015_TA00154_deepcode-open-agentic-coding.pdf	search/full-texts/text/FT0015_TA00154_deepcode-open-agentic-coding.txt	ok	arxiv	2026-04-28T21:26:12Z		Calibration batch 004.
FT0016	TA00156	Confucius Code Agent: Scalable Agent Scaffolding for Real-World Codebases	2025	include	1_include	no	10.48550/arXiv.2512.10398	2512.10398	arxiv_chunk; citations	https://arxiv.org/pdf/2512.10398	search/full-texts/pdf/FT0016_TA00156_confucius-code-agent-scalable-agent-scaffolding-for-real-world-codebases.pdf	search/full-texts/text/FT0016_TA00156_confucius-code-agent-scalable-agent-scaffolding-for-real-world-codebases.txt	ok	arxiv	2026-04-28T21:26:13Z		Calibration batch 001.
FT0017	TA00162	Reflection-Driven Control for Trustworthy Code Agents	2025	include	1_include	no	10.48550/arXiv.2512.21354	2512.21354	arxiv_chunk	https://arxiv.org/pdf/2512.21354	search/full-texts/pdf/FT0017_TA00162_reflection-driven-control-for-trustworthy-code-agents.pdf	search/full-texts/text/FT0017_TA00162_reflection-driven-control-for-trustworthy-code-agents.txt	ok	arxiv	2026-04-28T21:26:16Z		Calibration batch 004.
FT0018	TA00288	AutoMLGen: Navigating Fine-Grained Optimization for Coding Agents	2025	include	1_include	no	10.48550/arXiv.2510.08511	2510.08511	arxiv_chunk	https://arxiv.org/pdf/2510.08511	search/full-texts/pdf/FT0018_TA00288_automlgen-navigating-fine-grained-optimization-for-coding-agents.pdf	search/full-texts/text/FT0018_TA00288_automlgen-navigating-fine-grained-optimization-for-coding-agents.txt	ok	arxiv	2026-04-28T21:26:18Z		Calibration batch 004.
FT0019	TA00346	Toward Generation of Test Cases from Task Descriptions via History-aware Planning	2025	include	1_include	no	10.48550/arXiv.2504.14336	2504.14336	arxiv_chunk	https://katalon.com/hubfs/%5BCommunication%5D%20Research%20Paper/2.%20Toward%20Generation%20of%20Test%20Cases%20from%20Task%20Descriptions%20via%20History-aware%20Planning.pdf	search/full-texts/pdf/FT0019_TA00346_toward-generation-of-test-cases-from-task-descriptions-via-history-aware-plannin.pdf	search/full-texts/text/FT0019_TA00346_toward-generation-of-test-cases-from-task-descriptions-via-history-aware-plannin.txt	ok	manual_url	2026-04-28T21:34:40Z		Calibration batch 004. | manual URL retrieval: Public PDF found after arXiv PDF returned 404; arXiv record is withdrawn.
FT0020	TA00355	TAI3: Testing Agent Integrity in Interpreting User Intent	2025	include	1_include	no	10.48550/arXiv.2506.07524	2506.07524	arxiv_chunk	https://arxiv.org/pdf/2506.07524	search/full-texts/pdf/FT0020_TA00355_tai3-testing-agent-integrity-in-interpreting-user-intent.pdf	search/full-texts/text/FT0020_TA00355_tai3-testing-agent-integrity-in-interpreting-user-intent.txt	ok	arxiv	2026-04-28T21:26:22Z		Calibration batch 004.
FT0021	TA00361	Git Context Controller: Manage the Context of LLM-based Agents like Git	2025	include	1_include	no	10.48550/arXiv.2508.00031	2508.00031	arxiv_chunk	https://arxiv.org/pdf/2508.00031	search/full-texts/pdf/FT0021_TA00361_git-context-controller-manage-the-context-of-llm-based-agents-like-git.pdf	search/full-texts/text/FT0021_TA00361_git-context-controller-manage-the-context-of-llm-based-agents-like-git.txt	ok	arxiv	2026-04-28T21:26:23Z		Calibration batch 004.
FT0022	TA00370	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory	2025	include	1_include	no	10.48550/arXiv.2509.25140	2509.25140	arxiv_chunk; citations	https://arxiv.org/pdf/2509.25140	search/full-texts/pdf/FT0022_TA00370_reasoningbank-scaling-agent-self-evolving-with-reasoning-memory.pdf	search/full-texts/text/FT0022_TA00370_reasoningbank-scaling-agent-self-evolving-with-reasoning-memory.txt	ok	arxiv	2026-04-28T21:26:25Z		Calibration batch 001.
FT0023	TA00371	Improving Code Localization with Repository Memory	2025	include	1_include	no	10.48550/arXiv.2510.01003	2510.01003	arxiv_chunk; citations	https://arxiv.org/pdf/2510.01003	search/full-texts/pdf/FT0023_TA00371_improving-code-localization-with-repository-memory.pdf	search/full-texts/text/FT0023_TA00371_improving-code-localization-with-repository-memory.txt	ok	arxiv	2026-04-28T21:26:26Z		Calibration batch 001.
FT0024	TA00449	Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team	2025	include	1_include	no	10.48550/arXiv.2506.14234	2506.14234	arxiv_chunk	https://arxiv.org/pdf/2506.14234	search/full-texts/pdf/FT0024_TA00449_xolver-multi-agent-reasoning-with-holistic-experience-learning-just-like-an-olym.pdf	search/full-texts/text/FT0024_TA00449_xolver-multi-agent-reasoning-with-holistic-experience-learning-just-like-an-olym.txt	ok	arxiv	2026-04-28T21:26:29Z		Calibration batch 004.
FT0025	TA00450	AccelOpt: A Self-Improving LLM Agentic System for AI Accelerator Kernel Optimization	2025	include	1_include	no	10.48550/arXiv.2511.15915	2511.15915	arxiv_chunk; citations	https://arxiv.org/pdf/2511.15915	search/full-texts/pdf/FT0025_TA00450_accelopt-a-self-improving-llm-agentic-system-for-ai-accelerator-kernel-optimizat.pdf	search/full-texts/text/FT0025_TA00450_accelopt-a-self-improving-llm-agentic-system-for-ai-accelerator-kernel-optimizat.txt	ok	arxiv	2026-04-28T21:26:31Z		Calibration batch 001.
FT0026	TA00452	MemoryGraft: Persistent Compromise of LLM Agents via Poisoned Experience Retrieval	2025	include	1_include	no	10.48550/arXiv.2512.16962	2512.16962	arxiv_chunk	https://arxiv.org/pdf/2512.16962	search/full-texts/pdf/FT0026_TA00452_memorygraft-persistent-compromise-of-llm-agents-via-poisoned-experience-retrieva.pdf	search/full-texts/text/FT0026_TA00452_memorygraft-persistent-compromise-of-llm-agents-via-poisoned-experience-retrieva.txt	ok	arxiv	2026-04-28T21:26:32Z		Calibration batch 004.
FT0027	TA00472	MLZero: A Multi-Agent System for End-to-end Machine Learning Automation	2025	include	1_include	no	10.48550/arXiv.2505.13941	2505.13941	arxiv_chunk	https://arxiv.org/pdf/2505.13941	search/full-texts/pdf/FT0027_TA00472_mlzero-a-multi-agent-system-for-end-to-end-machine-learning-automation.pdf	search/full-texts/text/FT0027_TA00472_mlzero-a-multi-agent-system-for-end-to-end-machine-learning-automation.txt	ok	arxiv	2026-04-28T21:26:39Z		Calibration batch 004.
FT0028	TA00473	EXPEREPAIR: Dual-Memory Enhanced LLM-based Repository-Level Program Repair	2025	include	1_include	no	10.48550/arXiv.2506.10484	2506.10484	arxiv_chunk; citations	https://arxiv.org/pdf/2506.10484	search/full-texts/pdf/FT0028_TA00473_experepair-dual-memory-enhanced-llm-based-repository-level-program-repair.pdf	search/full-texts/text/FT0028_TA00473_experepair-dual-memory-enhanced-llm-based-repository-level-program-repair.txt	ok	arxiv	2026-04-28T21:26:40Z		Calibration batch 001.
FT0029	TA00477	MEMTRACK: Evaluating Long-Term Memory and State Tracking in Multi-Platform Dynamic Agent Environments	2025	include	1_include	no	10.48550/arXiv.2510.01353	2510.01353	arxiv_chunk; citations	https://arxiv.org/pdf/2510.01353	search/full-texts/pdf/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.pdf	search/full-texts/text/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.txt	ok	arxiv	2026-04-28T21:26:42Z		Calibration batch 001.
FT0030	TA00588	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	2025	include	1_include	no	10.48550/arXiv.2507.06229	2507.06229	arxiv_chunk; citations	https://arxiv.org/pdf/2507.06229	search/full-texts/pdf/FT0030_TA00588_agent-kb-leveraging-cross-domain-experience-for-agentic-problem-solving.pdf	search/full-texts/text/FT0030_TA00588_agent-kb-leveraging-cross-domain-experience-for-agentic-problem-solving.txt	ok	arxiv	2026-04-28T21:26:43Z		Calibration batch 001.
FT0031	TA00677	Evolving Triple Knowledge-Augmented LLMs for Code Translation in Repository Context	2025	include	1_include	no	10.48550/arXiv.2503.18305	2503.18305	arxiv_chunk	https://arxiv.org/pdf/2503.18305	search/full-texts/pdf/FT0031_TA00677_evolving-triple-knowledge-augmented-llms-for-code-translation-in-repository-cont.pdf	search/full-texts/text/FT0031_TA00677_evolving-triple-knowledge-augmented-llms-for-code-translation-in-repository-cont.txt	ok	arxiv	2026-04-28T21:26:45Z		Calibration batch 005.
FT0032	TA01147	ECO: An LLM-Driven Efficient Code Optimizer for Warehouse Scale Computers	2025	include	1_include	no	10.48550/arxiv.2503.15669	2503.15669	citations	https://arxiv.org/pdf/2503.15669	search/full-texts/pdf/FT0032_TA01147_eco-an-llm-driven-efficient-code-optimizer-for-warehouse-scale-computers.pdf	search/full-texts/text/FT0032_TA01147_eco-an-llm-driven-efficient-code-optimizer-for-warehouse-scale-computers.txt	ok	arxiv	2026-04-28T21:26:46Z		Batch 008 citation-only with abstracts.
FT0033	TA01175	EvoLattice: Persistent Internal-Population Evolution through Multi-Alternative Quality-Diversity Graph Representations for LLM-Guided Program Discovery	2025	include	1_include	no	10.48550/arxiv.2512.13857	2512.13857	citations	https://arxiv.org/pdf/2512.13857	search/full-texts/pdf/FT0033_TA01175_evolattice-persistent-internal-population-evolution-through-multi-alternative-qu.pdf	search/full-texts/text/FT0033_TA01175_evolattice-persistent-internal-population-evolution-through-multi-alternative-qu.txt	ok	arxiv	2026-04-28T21:26:48Z		Batch 008 citation-only with abstracts.
FT0034	TA01346	Lingxi: Repository-Level Issue Resolution Framework Enhanced by Procedural Knowledge Guided Scaling	2025	include	1_include	no	10.48550/arxiv.2510.11838	2510.11838	citations	https://arxiv.org/pdf/2510.11838	search/full-texts/pdf/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.pdf	search/full-texts/text/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.txt	ok	arxiv	2026-04-28T21:26:50Z		Batch 009 citation-only with abstracts.
FT0035	TA00171	EET: Experience-Driven Early Termination for Cost-Efficient Software Engineering Agents	2026	include	1_include	no	10.48550/arXiv.2601.05777	2601.05777	arxiv_chunk	https://arxiv.org/pdf/2601.05777	search/full-texts/pdf/FT0035_TA00171_eet-experience-driven-early-termination-for-cost-efficient-software-engineering.pdf	search/full-texts/text/FT0035_TA00171_eet-experience-driven-early-termination-for-cost-efficient-software-engineering.txt	ok	arxiv	2026-04-28T21:26:51Z		Calibration batch 002.
FT0036	TA00173	MemGovern: Enhancing Code Agents through Learning from Governed Human Experiences	2026	include	1_include	no	10.48550/arXiv.2601.06789	2601.06789	arxiv_chunk; citations	https://arxiv.org/pdf/2601.06789	search/full-texts/pdf/FT0036_TA00173_memgovern-enhancing-code-agents-through-learning-from-governed-human-experiences.pdf	search/full-texts/text/FT0036_TA00173_memgovern-enhancing-code-agents-through-learning-from-governed-human-experiences.txt	ok	arxiv	2026-04-28T21:26:53Z		Calibration batch 001.
FT0037	TA00195	SWE Context Bench: A Benchmark for Context Learning in Coding	2026	include	1_include	no	10.48550/arXiv.2602.08316	2602.08316	arxiv_chunk	https://arxiv.org/pdf/2602.08316	search/full-texts/pdf/FT0037_TA00195_swe-context-bench-a-benchmark-for-context-learning-in-coding.pdf	search/full-texts/text/FT0037_TA00195_swe-context-bench-a-benchmark-for-context-learning-in-coding.txt	ok	arxiv	2026-04-28T21:26:54Z		Calibration batch 002.
FT0038	TA00200	KernelBlaster: Continual Cross-Task CUDA Optimization via Memory-Augmented In-Context Reinforcement Learning	2026	include	1_include	no	10.48550/arXiv.2602.14293	2602.14293	arxiv_chunk	https://arxiv.org/pdf/2602.14293	search/full-texts/pdf/FT0038_TA00200_kernelblaster-continual-cross-task-cuda-optimization-via-memory-augmented-in-con.pdf	search/full-texts/text/FT0038_TA00200_kernelblaster-continual-cross-task-cuda-optimization-via-memory-augmented-in-con.txt	ok	arxiv	2026-04-28T21:26:58Z		Calibration batch 002.
FT0039	TA00202	OpenSage: Self-programming Agent Generation Engine	2026	include	1_include	no	10.48550/arXiv.2602.16891	2602.16891	arxiv_chunk	https://arxiv.org/pdf/2602.16891	search/full-texts/pdf/FT0039_TA00202_opensage-self-programming-agent-generation-engine.pdf	search/full-texts/text/FT0039_TA00202_opensage-self-programming-agent-generation-engine.txt	ok	arxiv	2026-04-28T21:26:59Z		Calibration batch 002.
FT0040	TA00207	Structurally Aligned Subtask-Level Memory for Software Engineering Agents	2026	include	1_include	no	10.48550/arXiv.2602.21611	2602.21611	arxiv_chunk; citations	https://arxiv.org/pdf/2602.21611	search/full-texts/pdf/FT0040_TA00207_structurally-aligned-subtask-level-memory-for-software-engineering-agents.pdf	search/full-texts/text/FT0040_TA00207_structurally-aligned-subtask-level-memory-for-software-engineering-agents.txt	ok	arxiv	2026-04-28T21:27:01Z		Calibration batch 001.
FT0041	TA00208	Your Code Agent Can Grow Alongside You with Structured Memory	2026	include	1_include	no	10.48550/arXiv.2603.13258	2603.13258	arxiv_chunk; citations	https://arxiv.org/pdf/2603.13258	search/full-texts/pdf/FT0041_TA00208_your-code-agent-can-grow-alongside-you-with-structured-memory.pdf	search/full-texts/text/FT0041_TA00208_your-code-agent-can-grow-alongside-you-with-structured-memory.txt	ok	arxiv	2026-04-28T21:27:02Z		Calibration batch 001.
