timestamp_utc	seed_id	semantic_scholar_api_id	relation	offset	limit	status	returned_rows	next	error	request_url
2026-04-28T17:55:24.079186+00:00	bui2026opendev	ARXIV:2603.05344	backward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.05344/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:26.723813+00:00	bui2026opendev	ARXIV:2603.05344	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.05344/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:29.362575+00:00	chen2025sweexp	ARXIV:2507.23361	backward	0	100	ok	77			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.23361/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:32.793964+00:00	chen2025sweexp	ARXIV:2507.23361	forward	0	100	ok	34			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.23361/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:35.931146+00:00	deng2026memcoder	ARXIV:2603.13258	backward	0	100	ok	64			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.13258/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:39.300143+00:00	deng2026memcoder	ARXIV:2603.13258	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.13258/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:41.931907+00:00	deshpande2025memtrack	ARXIV:2510.01353	backward	0	100	ok	77			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.01353/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:45.325301+00:00	deshpande2025memtrack	ARXIV:2510.01353	forward	0	100	ok	6			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.01353/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:48.138969+00:00	dong2026kernelblaster	ARXIV:2602.14293	backward	0	100	ok	33			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.14293/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:51.246399+00:00	dong2026kernelblaster	ARXIV:2602.14293	forward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.14293/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:53.884896+00:00	du2026memory	ARXIV:2603.07670	backward	0	100	ok	66			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.07670/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:57.348615+00:00	du2026memory	ARXIV:2603.07670	forward	0	100	ok	7			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.07670/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:55:59.810105+00:00	guo2026eet	ARXIV:2601.05777	backward	0	100	ok	32			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.05777/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:02.399033+00:00	guo2026eet	ARXIV:2601.05777	forward	0	100	ok	3			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.05777/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:05.065063+00:00	hosain2025xolver	ARXIV:2506.14234	backward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2506.14234/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:07.897881+00:00	hosain2025xolver	ARXIV:2506.14234	forward	0	100	ok	9			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2506.14234/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:10.755198+00:00	joshi2025swebenchcl	ARXIV:2507.00014	backward	0	100	ok	22			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.00014/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:13.826542+00:00	joshi2025swebenchcl	ARXIV:2507.00014	forward	0	100	ok	5			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.00014/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:16.501855+00:00	li2026traversalaspolicy	ARXIV:2603.05517	backward	0	100	ok	23			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.05517/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:19.129068+00:00	li2026traversalaspolicy	ARXIV:2603.05517	forward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.05517/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:21.421679+00:00	lindenbauer2025ctimrover	ARXIV:2505.23422	backward	0	100	ok	23			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2505.23422/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:24.503471+00:00	lindenbauer2025ctimrover	ARXIV:2505.23422	forward	0	100	ok	1			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2505.23422/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:26.814060+00:00	nadafian2026kapso	ARXIV:2601.21526	backward	0	100	ok	9			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.21526/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:29.465704+00:00	nadafian2026kapso	ARXIV:2601.21526	forward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.21526/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:32.099190+00:00	qian2024iterative	ARXIV:2405.04219	backward	0	100	ok	51			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2405.04219/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:35.084623+00:00	qian2024iterative	ARXIV:2405.04219	forward	0	100	ok	19			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2405.04219/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:38.134616+00:00	shen2025talm	ARXIV:2510.23010	backward	0	100	ok	21			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.23010/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:41.186098+00:00	shen2025talm	ARXIV:2510.23010	forward	0	100	ok	3			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.23010/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:43.844798+00:00	shen2026structurally	ARXIV:2602.21611	backward	0	100	ok	48			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.21611/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:47.291578+00:00	shen2026structurally	ARXIV:2602.21611	forward	0	100	ok	1			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.21611/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:49.618908+00:00	srivastava2025memorygraft	ARXIV:2512.16962	backward	0	100	ok	17			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2512.16962/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:52.160329+00:00	srivastava2025memorygraft	ARXIV:2512.16962	forward	0	100	ok	13			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2512.16962/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:54.665247+00:00	su2025learnbyinteract	ARXIV:2501.10893	backward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2501.10893/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:56:57.014050+00:00	su2025learnbyinteract	ARXIV:2501.10893	forward	0	100	ok	76			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2501.10893/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:00.543518+00:00	tablan2025smarter	ARXIV:2511.08301	backward	0	100	ok	27			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.08301/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:03.628129+00:00	tablan2025smarter	ARXIV:2511.08301	forward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.08301/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:06.259520+00:00	vasilopoulos2026codified	ARXIV:2602.20478	backward	0	100	ok	25			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.20478/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:08.960671+00:00	vasilopoulos2026codified	ARXIV:2602.20478	forward	0	100	ok	3			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.20478/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:11.266234+00:00	wang2025repositorymemory	ARXIV:2510.01003	backward	0	100	ok	39			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.01003/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:14.051318+00:00	wang2025repositorymemory	ARXIV:2510.01003	forward	0	100	ok	6			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.01003/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:16.530684+00:00	wang2026codemem	ARXIV:2601.02868	backward	0	100	ok	21			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.02868/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:19.254288+00:00	wang2026codemem	ARXIV:2601.02868	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.02868/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:57:21.881220+00:00	wang2026memgovern	ARXIV:2601.06789	backward	0	100	ok	32			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.06789/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:25.286611+00:00	wang2026memgovern	ARXIV:2601.06789	forward	0	100	ok	3			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2601.06789/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:27.971764+00:00	wong2025confucius	ARXIV:2512.10398	backward	0	100	ok	37			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2512.10398/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:31.139886+00:00	wong2025confucius	ARXIV:2512.10398	forward	0	100	ok	4			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2512.10398/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:33.789629+00:00	wu2025gcc	ARXIV:2508.00031	backward	0	100	ok	33			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2508.00031/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:36.681322+00:00	wu2025gcc	ARXIV:2508.00031	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2508.00031/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:38.966694+00:00	xia2025livesweagent	ARXIV:2511.13646	backward	0	100	ok	40			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.13646/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:41.766006+00:00	xia2025livesweagent	ARXIV:2511.13646	forward	0	100	ok	38			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.13646/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:44.886970+00:00	zhang2025accelopt	ARXIV:2511.15915	backward	0	100	ok	63			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.15915/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:47.603466+00:00	zhang2025accelopt	ARXIV:2511.15915	forward	0	100	ok	4			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2511.15915/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:50.255686+00:00	zhang2025darwingodel	ARXIV:2505.22954	backward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2505.22954/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:52.887355+00:00	zhang2025darwingodel	ARXIV:2505.22954	forward	0	100	ok	79			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2505.22954/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:55.975910+00:00	zhou2025tomswe	ARXIV:2510.21903	backward	0	100	ok	37			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.21903/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:58:59.052667+00:00	zhou2025tomswe	ARXIV:2510.21903	forward	0	100	ok	4			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2510.21903/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:01.349982+00:00	ouyang2026reasoningbank	ARXIV:2509.25140	backward	0	100	ok	81			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2509.25140/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:05.132271+00:00	ouyang2026reasoningbank	ARXIV:2509.25140	forward	0	100	ok	73			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2509.25140/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:08.630909+00:00	mu2025experepair	ARXIV:2506.10484	backward	0	100	ok	31			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2506.10484/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:11.787126+00:00	mu2025experepair	ARXIV:2506.10484	forward	0	100	ok	19			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2506.10484/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:14.911234+00:00	tang2025agentkb	ARXIV:2507.06229	backward	0	100	ok	81			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.06229/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:18.363784+00:00	tang2025agentkb	ARXIV:2507.06229	forward	0	100	ok	43			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2507.06229/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:21.742168+00:00	zhu2026swecontextbench	ARXIV:2602.08316	backward	0	100	ok	16			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.08316/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:24.917676+00:00	zhu2026swecontextbench	ARXIV:2602.08316	forward	0	100	ok	3			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.08316/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:27.270258+00:00	ma2026failuremem	ARXIV:2603.17826	backward	0	100	ok	32			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.17826/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:30.355620+00:00	ma2026failuremem	ARXIV:2603.17826	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2603.17826/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:32.998238+00:00	zhang2026textbfgs	ARXIV:2602.00059	backward	0	100	ok	32			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.00059/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:36.176954+00:00	zhang2026textbfgs	ARXIV:2602.00059	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.00059/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:38.802379+00:00	weng2026groupevolving	ARXIV:2602.04837	backward	0	100	ok	54			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.04837/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:41.891890+00:00	weng2026groupevolving	ARXIV:2602.04837	forward	0	100	ok	2			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2602.04837/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:44.595594+00:00	memorytransfer2026	ARXIV:2604.14004	backward	0	100	ok	47			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2604.14004/references?fields=citedPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
2026-04-28T17:59:47.958114+00:00	memorytransfer2026	ARXIV:2604.14004	forward	0	100	ok	0			https://api.semanticscholar.org/graph/prior/paper/ARXIV%3A2604.14004/citations?fields=citingPaper.paperId%2Ctitle%2Cyear%2Cauthors%2CexternalIds%2Cvenue%2CpublicationVenue%2Cabstract%2CpublicationDate%2CreferenceCount%2CcitationCount&offset=0&limit=100
